"LON","LAT","GEOID","NAMELSAD","pop_2013","States","HUC8","Name"
-100.0625,39.3125,20065,"Graham County",2604,"KS",10260013,"Upper South Fork Solomon"
-100.0625,39.4375,20065,"Graham County",2604,"KS",10260013,"Upper South Fork Solomon"
-100.0625,39.5625,20065,"Graham County",2604,"KS",10260011,"Upper North Fork Solomon"
-100.0625,39.6875,20137,"Norton County",5640,"KS",10260011,"Upper North Fork Solomon"
-100.0625,39.8125,20137,"Norton County",5640,"KS",10250015,"Prairie Dog"
-100.0625,39.9375,20137,"Norton County",5640,"KS",10250011,"Lower Sappa"
-100.0625,40.0625,31065,"Furnas County",4920,"KS,NE",10250014,"Beaver"
-100.0625,40.1875,31065,"Furnas County",4920,"NE,KS",10250009,"Harlan County Reservoir"
-100.0625,40.3125,31065,"Furnas County",4920,"NE,KS",10250009,"Harlan County Reservoir"
-100.0625,40.4375,31073,"Gosper County",2005,"NE,KS",10250009,"Harlan County Reservoir"
-100.0625,40.5625,31063,"Frontier County",2568,"NE,KS",10250009,"Harlan County Reservoir"
-100.0625,40.6875,31063,"Frontier County",2568,"NE",10200101,"Middle Platte-Buffalo"
-100.0625,40.8125,31047,"Dawson County",24256,"NE",10200101,"Middle Platte-Buffalo"
-100.0625,40.9375,31047,"Dawson County",24256,"NE",10200101,"Middle Platte-Buffalo"
-100.0625,41.0625,31041,"Custer County",10872,"NE",10200101,"Middle Platte-Buffalo"
-100.0625,41.1875,31041,"Custer County",10872,"NE",10200101,"Middle Platte-Buffalo"
-100.0625,41.3125,31041,"Custer County",10872,"NE",10210004,"South Loup"
-100.0625,41.4375,31041,"Custer County",10872,"NE",10210004,"South Loup"
-100.0625,41.5625,31041,"Custer County",10872,"NE",10210003,"Lower Middle Loup"
-100.0625,41.6875,31041,"Custer County",10872,"NE",10210003,"Lower Middle Loup"
-100.0625,41.8125,31009,"Blaine County",586,"NE",10210003,"Lower Middle Loup"
-100.0625,41.9375,31009,"Blaine County",586,"NE",10210006,"Upper North Loup"
-100.0625,42.0625,31009,"Blaine County",586,"NE",10210006,"Upper North Loup"
-100.0625,42.1875,31017,"Brown County",3167,"NE",10210006,"Upper North Loup"
-100.0625,42.3125,31017,"Brown County",3167,"NE",10210008,"Calamus"
-100.0625,42.4375,31017,"Brown County",3167,"NE",10150004,"Middle Niobrara"
-100.0625,42.5625,31017,"Brown County",3167,"NE",10150004,"Middle Niobrara"
-100.0625,42.6875,31017,"Brown County",3167,"NE",10150004,"Middle Niobrara"
-100.0625,42.8125,31103,"Keya Paha County",698,"NE",10150004,"Middle Niobrara"
-100.0625,42.9375,31103,"Keya Paha County",698,"NE,SD",10150006,"Keya Paha"
-100.0625,43.0625,46123,"Tripp County",5571,"NE,SD",10150006,"Keya Paha"
-100.0625,43.1875,46123,"Tripp County",5571,"NE,SD",10150006,"Keya Paha"
-100.0625,43.3125,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.0625,43.4375,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.0625,43.5625,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.0625,43.6875,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.0625,43.8125,46085,"Lyman County",3804,"SD",10140204,"Lower White"
-100.0625,43.9375,46085,"Lyman County",3804,"SD",10140104,"Medicine"
-100.0625,44.0625,46085,"Lyman County",3804,"SD,NE",10140101,"Fort Randall Reservoir"
-100.0625,44.1875,46085,"Lyman County",3804,"SD,NE",10140101,"Fort Randall Reservoir"
-100.0625,44.3125,46065,"Hughes County",17238,"SD,NE",10140101,"Fort Randall Reservoir"
-100.0625,44.4375,46065,"Hughes County",17238,"SD",10140103,"Medicine Knoll"
-100.0625,44.5625,46119,"Sully County",1420,"SD",10140103,"Medicine Knoll"
-100.0625,44.6875,46119,"Sully County",1420,"SD",10140103,"Medicine Knoll"
-100.0625,44.8125,46119,"Sully County",1420,"SD",10130105,"Lower Lake Oahe"
-100.0625,44.9375,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.0625,45.0625,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.0625,45.1875,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.0625,45.3125,46129,"Walworth County",5477,"SD",10130105,"Lower Lake Oahe"
-100.0625,45.4375,46129,"Walworth County",5477,"ND,SD",10130106,"West Missouri Coteau"
-100.0625,45.5625,46129,"Walworth County",5477,"ND,SD",10130106,"West Missouri Coteau"
-100.0625,45.6875,46021,"Campbell County",1435,"ND,SD",10130106,"West Missouri Coteau"
-100.0625,45.8125,46021,"Campbell County",1435,"ND,SD",10130102,"Upper Lake Oahe"
-100.0625,45.9375,46021,"Campbell County",1435,"ND,SD",10130102,"Upper Lake Oahe"
-100.0625,46.0625,38029,"Emmons County",3521,"ND,SD",10130102,"Upper Lake Oahe"
-100.0625,46.1875,38029,"Emmons County",3521,"ND",10130104,"Beaver"
-100.0625,46.3125,38029,"Emmons County",3521,"ND",10130104,"Beaver"
-100.0625,46.4375,38029,"Emmons County",3521,"ND",10130103,"Apple"
-100.0625,46.5625,38029,"Emmons County",3521,"ND",10130103,"Apple"
-100.0625,46.6875,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,46.8125,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,46.9375,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,47.0625,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,47.1875,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,47.3125,38043,"Kidder County",2429,"ND",10130103,"Apple"
-100.0625,47.4375,38083,"Sheridan County",1313,"ND",10130103,"Apple"
-100.0625,47.5625,38083,"Sheridan County",1313,"ND",9020202,"Upper Sheyenne"
-100.0625,47.6875,38103,"Wells County",4220,"ND",9020202,"Upper Sheyenne"
-100.0625,47.8125,38103,"Wells County",4220,"ND",9020202,"Upper Sheyenne"
-100.0625,47.9375,38069,"Pierce County",4399,"ND",9020202,"Upper Sheyenne"
-100.0625,48.0625,38069,"Pierce County",4399,"ND",9020202,"Upper Sheyenne"
-100.0625,48.1875,38069,"Pierce County",4399,"ND",9020202,"Upper Sheyenne"
-100.0625,48.3125,38069,"Pierce County",4399,"ND,CN",9010004,"Willow"
-100.0625,48.4375,38069,"Pierce County",4399,"ND,CN",9010004,"Willow"
-100.0625,48.5625,38079,"Rolette County",14176,"ND,CN",9010004,"Willow"
-100.0625,48.6875,38079,"Rolette County",14176,"ND,CN",9010004,"Willow"
-100.0625,48.8125,38079,"Rolette County",14176,"ND,CN",9010004,"Willow"
-100.0625,48.9375,38079,"Rolette County",14176,"ND,CN",9010004,"Willow"
-100.1875,28.1875,48479,"Webb County",254829,"MX,TX",13080002,"San Ambrosia-Santa Isabel"
-100.1875,28.3125,48323,"Maverick County",54880,"MX,TX",13080002,"San Ambrosia-Santa Isabel"
-100.1875,28.4375,48323,"Maverick County",54880,"MX,TX",13080002,"San Ambrosia-Santa Isabel"
-100.1875,28.5625,48323,"Maverick County",54880,"TX",12110104,"Turkey"
-100.1875,28.6875,48323,"Maverick County",54880,"TX",12110104,"Turkey"
-100.1875,28.8125,48323,"Maverick County",54880,"TX",12110104,"Turkey"
-100.1875,28.9375,48323,"Maverick County",54880,"TX",12110104,"Turkey"
-100.1875,29.0625,48323,"Maverick County",54880,"TX",12110104,"Turkey"
-100.1875,29.1875,48271,"Kinney County",3589,"TX",12110104,"Turkey"
-100.1875,29.3125,48271,"Kinney County",3589,"TX",12110104,"Turkey"
-100.1875,29.4375,48271,"Kinney County",3589,"TX",12110102,"West Nueces"
-100.1875,29.5625,48271,"Kinney County",3589,"TX",12110102,"West Nueces"
-100.1875,29.6875,48137,"Edwards County",2070,"TX",12110102,"West Nueces"
-100.1875,29.8125,48137,"Edwards County",2070,"TX",12110101,"Nueces Headwaters"
-100.1875,29.9375,48137,"Edwards County",2070,"TX",12110102,"West Nueces"
-100.1875,30.0625,48137,"Edwards County",2070,"TX",12090203,"South Llano"
-100.1875,30.1875,48137,"Edwards County",2070,"TX",12090203,"South Llano"
-100.1875,30.3125,48435,"Sutton County",4058,"TX",12090203,"South Llano"
-100.1875,30.4375,48435,"Sutton County",4058,"TX",12090202,"North Llano"
-100.1875,30.5625,48435,"Sutton County",4058,"TX",12090202,"North Llano"
-100.1875,30.6875,48435,"Sutton County",4058,"TX",12090109,"San Saba"
-100.1875,30.8125,48413,"Schleicher County",3316,"TX",12090109,"San Saba"
-100.1875,30.9375,48413,"Schleicher County",3316,"TX",12090109,"San Saba"
-100.1875,31.0625,48413,"Schleicher County",3316,"TX",12090105,"Concho"
-100.1875,31.1875,48451,"Tom Green County",111969,"TX",12090105,"Concho"
-100.1875,31.3125,48451,"Tom Green County",111969,"TX",12090105,"Concho"
-100.1875,31.4375,48451,"Tom Green County",111969,"TX",12090105,"Concho"
-100.1875,31.5625,48451,"Tom Green County",111969,"TX",12090105,"Concho"
-100.1875,31.6875,48399,"Runnels County",10439,"TX",12090101,"Middle Colorado-Elm"
-100.1875,31.8125,48399,"Runnels County",10439,"TX",12090101,"Middle Colorado-Elm"
-100.1875,31.9375,48399,"Runnels County",10439,"TX",12080008,"Upper Colorado"
-100.1875,32.0625,48399,"Runnels County",10439,"TX",12080008,"Upper Colorado"
-100.1875,32.1875,48353,"Nolan County",15087,"TX",12090101,"Middle Colorado-Elm"
-100.1875,32.3125,48353,"Nolan County",15087,"TX",12060102,"Upper Clear Fork Brazos"
-100.1875,32.4375,48353,"Nolan County",15087,"TX",12060102,"Upper Clear Fork Brazos"
-100.1875,32.5625,48151,"Fisher County",3924,"TX",12060102,"Upper Clear Fork Brazos"
-100.1875,32.6875,48151,"Fisher County",3924,"TX",12060102,"Upper Clear Fork Brazos"
-100.1875,32.8125,48151,"Fisher County",3924,"TX",12060103,"Paint"
-100.1875,32.9375,48151,"Fisher County",3924,"TX",12060103,"Paint"
-100.1875,33.0625,48433,"Stonewall County",1363,"TX",12050004,"Double Mountain Fork Brazos"
-100.1875,33.1875,48433,"Stonewall County",1363,"TX",12050007,"Salt Fork Brazos"
-100.1875,33.3125,48433,"Stonewall County",1363,"TX",12050007,"Salt Fork Brazos"
-100.1875,33.4375,48269,"King County",321,"TX",12060101,"Middle Brazos-Millers"
-100.1875,33.5625,48269,"King County",321,"TX",11130205,"South Wichita"
-100.1875,33.6875,48269,"King County",321,"TX",11130205,"South Wichita"
-100.1875,33.8125,48269,"King County",321,"TX",11130204,"North Wichita"
-100.1875,33.9375,48101,"Cottle County",1546,"TX",11130204,"North Wichita"
-100.1875,34.0625,48101,"Cottle County",1546,"TX",11130204,"North Wichita"
-100.1875,34.1875,48101,"Cottle County",1546,"TX",11130104,"Middle Pease"
-100.1875,34.3125,48075,"Childress County",7057,"TX",11130103,"North Pease"
-100.1875,34.4375,48075,"Childress County",7057,"OK,TX",11130101,"Groesbeck-Sandy"
-100.1875,34.5625,48075,"Childress County",7057,"OK,TX",11120105,"Lower Prairie Dog Town Fork Red"
-100.1875,34.6875,48075,"Childress County",7057,"OK,TX",11120105,"Lower Prairie Dog Town Fork Red"
-100.1875,34.8125,48087,"Collingsworth County",3061,"OK,TX",11120202,"Lower Salt Fork Red"
-100.1875,34.9375,48087,"Collingsworth County",3061,"OK,TX",11120202,"Lower Salt Fork Red"
-100.1875,35.0625,48087,"Collingsworth County",3061,"OK",11120304,"Elm Fork Red"
-100.1875,35.1875,48483,"Wheeler County",5526,"OK",11120304,"Elm Fork Red"
-100.1875,35.3125,48483,"Wheeler County",5526,"OK",11120302,"Middle North Fork Red"
-100.1875,35.4375,48483,"Wheeler County",5526,"OK",11120302,"Middle North Fork Red"
-100.1875,35.5625,48483,"Wheeler County",5526,"OK",11120302,"Middle North Fork Red"
-100.1875,35.6875,48211,"Hemphill County",3959,"OK,TX",11130301,"Washita Headwaters"
-100.1875,35.8125,48211,"Hemphill County",3959,"TX,OK",11090106,"Middle Canadian-Spring"
-100.1875,35.9375,48211,"Hemphill County",3959,"TX,OK",11090106,"Middle Canadian-Spring"
-100.1875,36.0625,48295,"Lipscomb County",3379,"OK",11100203,"Lower Wolf"
-100.1875,36.1875,48295,"Lipscomb County",3379,"OK",11100203,"Lower Wolf"
-100.1875,36.3125,48295,"Lipscomb County",3379,"OK",11100203,"Lower Wolf"
-100.1875,36.4375,48295,"Lipscomb County",3379,"OK",11100203,"Lower Wolf"
-100.1875,36.5625,40007,"Beaver County",5605,"OK,TX",11100201,"Lower Beaver"
-100.1875,36.6875,40007,"Beaver County",5605,"OK,TX",11100201,"Lower Beaver"
-100.1875,36.8125,40007,"Beaver County",5605,"OK,TX",11100201,"Lower Beaver"
-100.1875,36.9375,40007,"Beaver County",5605,"KS",11040006,"Upper Cimarron-Liberal"
-100.1875,37.0625,20119,"Meade County",4486,"KS",11040007,"Crooked"
-100.1875,37.1875,20119,"Meade County",4486,"KS,OK",11040008,"Upper Cimarron-Bluff"
-100.1875,37.3125,20119,"Meade County",4486,"KS,OK",11040008,"Upper Cimarron-Bluff"
-100.1875,37.4375,20119,"Meade County",4486,"KS",11040007,"Crooked"
-100.1875,37.5625,20057,"Ford County",34217,"KS",11040007,"Crooked"
-100.1875,37.6875,20057,"Ford County",34217,"KS",11030003,"Arkansas-Dodge City"
-100.1875,37.8125,20057,"Ford County",34217,"KS",11030003,"Arkansas-Dodge City"
-100.1875,37.9375,20083,"Hodgeman County",1946,"KS",11030006,"Buckner"
-100.1875,38.0625,20083,"Hodgeman County",1946,"KS",11030005,"Pawnee"
-100.1875,38.1875,20083,"Hodgeman County",1946,"KS",11030005,"Pawnee"
-100.1875,38.3125,20135,"Ness County",3095,"KS",11030005,"Pawnee"
-100.1875,38.4375,20135,"Ness County",3095,"KS",11030007,"Upper Walnut Creek"
-100.1875,38.5625,20135,"Ness County",3095,"KS",11030007,"Upper Walnut Creek"
-100.1875,38.6875,20135,"Ness County",3095,"KS",10260003,"Upper Smoky Hill"
-100.1875,38.8125,20063,"Gove County",2835,"KS",10260003,"Upper Smoky Hill"
-100.1875,38.9375,20063,"Gove County",2835,"KS",10260005,"Hackberry"
-100.1875,39.0625,20063,"Gove County",2835,"KS",10260009,"Upper Saline"
-100.1875,39.1875,20179,"Sheridan County",2553,"KS",10260009,"Upper Saline"
-100.1875,39.3125,20179,"Sheridan County",2553,"KS",10260013,"Upper South Fork Solomon"
-100.1875,39.4375,20179,"Sheridan County",2553,"KS",10260011,"Upper North Fork Solomon"
-100.1875,39.5625,20179,"Sheridan County",2553,"KS",10260011,"Upper North Fork Solomon"
-100.1875,39.6875,20039,"Decatur County",2933,"KS",10250015,"Prairie Dog"
-100.1875,39.8125,20039,"Decatur County",2933,"KS",10250015,"Prairie Dog"
-100.1875,39.9375,20039,"Decatur County",2933,"KS",10250011,"Lower Sappa"
-100.1875,40.0625,31065,"Furnas County",4920,"KS,NE",10250014,"Beaver"
-100.1875,40.1875,31065,"Furnas County",4920,"NE,KS",10250004,"Upper Republican"
-100.1875,40.3125,31065,"Furnas County",4920,"NE",10250008,"Medicine"
-100.1875,40.4375,31063,"Frontier County",2568,"NE,KS",10250009,"Harlan County Reservoir"
-100.1875,40.5625,31063,"Frontier County",2568,"NE,KS",10250009,"Harlan County Reservoir"
-100.1875,40.6875,31063,"Frontier County",2568,"NE",10200101,"Middle Platte-Buffalo"
-100.1875,40.8125,31047,"Dawson County",24256,"NE",10200101,"Middle Platte-Buffalo"
-100.1875,40.9375,31047,"Dawson County",24256,"NE",10200101,"Middle Platte-Buffalo"
-100.1875,41.0625,31041,"Custer County",10872,"NE",10200101,"Middle Platte-Buffalo"
-100.1875,41.1875,31041,"Custer County",10872,"NE",10200101,"Middle Platte-Buffalo"
-100.1875,41.3125,31041,"Custer County",10872,"NE",10210004,"South Loup"
-100.1875,41.4375,31041,"Custer County",10872,"NE",10210004,"South Loup"
-100.1875,41.5625,31041,"Custer County",10872,"NE",10210003,"Lower Middle Loup"
-100.1875,41.6875,31041,"Custer County",10872,"NE",10210003,"Lower Middle Loup"
-100.1875,41.8125,31009,"Blaine County",586,"NE",10210002,"Dismal"
-100.1875,41.9375,31009,"Blaine County",586,"NE",10210006,"Upper North Loup"
-100.1875,42.0625,31009,"Blaine County",586,"NE",10210006,"Upper North Loup"
-100.1875,42.1875,31031,"Cherry County",5735,"NE",10210006,"Upper North Loup"
-100.1875,42.3125,31031,"Cherry County",5735,"NE",10210008,"Calamus"
-100.1875,42.4375,31031,"Cherry County",5735,"NE",10150004,"Middle Niobrara"
-100.1875,42.5625,31031,"Cherry County",5735,"NE",10150004,"Middle Niobrara"
-100.1875,42.6875,31031,"Cherry County",5735,"NE",10150004,"Middle Niobrara"
-100.1875,42.8125,31017,"Brown County",3167,"NE",10150004,"Middle Niobrara"
-100.1875,42.9375,31103,"Keya Paha County",698,"NE,SD",10150006,"Keya Paha"
-100.1875,43.0625,46123,"Tripp County",5571,"NE,SD",10150006,"Keya Paha"
-100.1875,43.1875,46123,"Tripp County",5571,"NE,SD",10150006,"Keya Paha"
-100.1875,43.3125,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.1875,43.4375,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.1875,43.5625,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.1875,43.6875,46123,"Tripp County",5571,"SD",10140204,"Lower White"
-100.1875,43.8125,46085,"Lyman County",3804,"SD",10140204,"Lower White"
-100.1875,43.9375,46085,"Lyman County",3804,"SD",10140104,"Medicine"
-100.1875,44.0625,46085,"Lyman County",3804,"SD",10140104,"Medicine"
-100.1875,44.1875,46085,"Lyman County",3804,"SD,NE",10140101,"Fort Randall Reservoir"
-100.1875,44.3125,46117,"Stanley County",2966,"SD,NE",10140101,"Fort Randall Reservoir"
-100.1875,44.4375,46065,"Hughes County",17238,"SD,NE",10140101,"Fort Randall Reservoir"
-100.1875,44.5625,46119,"Sully County",1420,"SD",10130105,"Lower Lake Oahe"
-100.1875,44.6875,46119,"Sully County",1420,"SD",10130105,"Lower Lake Oahe"
-100.1875,44.8125,46119,"Sully County",1420,"SD",10130105,"Lower Lake Oahe"
-100.1875,44.9375,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.1875,45.0625,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.1875,45.1875,46107,"Potter County",2323,"SD",10130105,"Lower Lake Oahe"
-100.1875,45.3125,46129,"Walworth County",5477,"SD",10130105,"Lower Lake Oahe"
-100.1875,45.4375,46129,"Walworth County",5477,"ND,SD",10130102,"Upper Lake Oahe"
-100.1875,45.5625,46129,"Walworth County",5477,"ND,SD",10130106,"West Missouri Coteau"
-100.1875,45.6875,46021,"Campbell County",1435,"ND,SD",10130106,"West Missouri Coteau"
-100.1875,45.8125,46021,"Campbell County",1435,"ND,SD",10130102,"Upper Lake Oahe"
-100.1875,45.9375,46021,"Campbell County",1435,"ND,SD",10130102,"Upper Lake Oahe"
-100.1875,46.0625,38029,"Emmons County",3521,"ND,SD",10130102,"Upper Lake Oahe"
-100.1875,46.1875,38029,"Emmons County",3521,"ND",10130104,"Beaver"
-100.1875,46.3125,38029,"Emmons County",3521,"ND",10130104,"Beaver"
-100.1875,46.4375,38029,"Emmons County",3521,"ND",10130103,"Apple"
-100.1875,46.5625,38029,"Emmons County",3521,"ND",10130103,"Apple"
-100.1875,46.6875,38015,"Burleigh County",83906,"ND",10130103,"Apple"
-100.1875,46.8125,38015,"Burleigh County",83906,"ND",10130103,"Apple"
-100.1875,46.9375,38015,"Burleigh County",83906,"ND",10130103,"Apple"
-100.1875,47.0625,38015,"Burleigh County",83906,"ND",10130103,"Apple"
-100.1875,47.1875,38015,"Burleigh County",83906,"ND",10130103,"Apple"
-100.1875,47.3125,38015,"Burleigh County",83906,"ND",10130101,"Painted Woods-Square Butte"
-100.1875,47.4375,38083,"Sheridan County",1313,"ND",9020202,"Upper Sheyenne"
